Country,Item,Year,yield,pest_value,emiss_value,ave_rain,ave_temp
Ethiopia,Maize,1997,17381,383,42.2909,72.075,22.799999999999997
Ethiopia,Potatoes,1997,78261,383,42.2909,72.075,22.799999999999997
Ethiopia,"Rice, paddy",1997,18462,383,42.2909,72.075,22.799999999999997
Ethiopia,Sorghum,1997,14136,383,42.2909,72.075,22.799999999999997
Ethiopia,Soybeans,1997,9186,383,42.2909,72.075,22.799999999999997
Ethiopia,Sweet potatoes,1997,80303,383,42.2909,72.075,22.799999999999997
Ethiopia,Tea,1997,7143,383,42.2909,72.075,22.799999999999997
Ethiopia,Wheat,1997,12917,383,42.2909,72.075,22.799999999999997
Ethiopia,Yams,1997,71710,383,42.2909,72.075,22.799999999999997
Ethiopia,"Coffee, green",1998,7602,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Maize,1998,16175,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Potatoes,1998,76042,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,"Rice, paddy",1998,18571,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Sorghum,1998,11034,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Soybeans,1998,9302,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Sweet potatoes,1998,80000,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Tea,1998,8182,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Wheat,1998,13738,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,Yams,1998,72621,383,45.6755,71.66666666666667,23.058333333333334
Ethiopia,"Coffee, green",1999,8653,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Maize,1999,17150,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Potatoes,1999,76546,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,"Rice, paddy",1999,18667,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Sorghum,1999,12478,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Soybeans,1999,9046,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Sweet potatoes,1999,89062,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Tea,1999,9020,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Wheat,1999,11150,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,Yams,1999,73213,493,44.9112,61.88333333333335,22.474999999999998
Ethiopia,"Coffee, green",2000,9199,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Maize,2000,16204,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Potatoes,2000,77000,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,"Rice, paddy",2000,18293,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Sorghum,2000,11750,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Soybeans,2000,9184,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Sweet potatoes,2000,100000,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Tea,2000,8800,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Wheat,2000,11631,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,Yams,2000,76202,602,42.3727,70.69166666666666,22.816666666666666
Ethiopia,"Coffee, green",2001,6445,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Maize,2001,17427,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Potatoes,2001,92222,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,"Rice, paddy",2001,18427,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Sorghum,2001,11394,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Soybeans,2001,9268,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Sweet potatoes,2001,97097,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Tea,2001,8938,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Wheat,2001,13259,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,Yams,2001,77207,630,45.663,66.81666666666666,22.958333333333332
Ethiopia,"Coffee, green",2002,7339,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Maize,2002,18753,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Potatoes,2002,104872,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,"Rice, paddy",2002,20016,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Sorghum,2002,13653,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Soybeans,2002,9615,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Sweet potatoes,2002,99671,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Tea,2002,9127,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Wheat,2002,14354,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,Yams,2002,78472,823,52.5664,60.26666666666667,23.400000000000002
Ethiopia,"Coffee, green",2003,5429,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Maize,2003,15319,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Potatoes,2003,93349,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,"Rice, paddy",2003,18056,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Sorghum,2003,13357,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Soybeans,2003,5842,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Sweet potatoes,2003,105906,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Tea,2003,9689,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Wheat,2003,13874,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,Yams,2003,78388,1015,51.1682,64.10833333333333,23.13333333333333
Ethiopia,"Coffee, green",2004,6002,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Maize,2004,16132,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Potatoes,2004,98595,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,"Rice, paddy",2004,18462,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Sorghum,2004,13574,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Soybeans,2004,1754,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Sweet potatoes,2004,99416,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Tea,2004,9481,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Wheat,2004,14691,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,Yams,2004,79693,1208,51.8445,66.93333333333332,23.083333333333332
Ethiopia,"Coffee, green",2005,6571,1401,54.5184,70.425,23.175
Ethiopia,Maize,2005,20060,1401,54.5184,70.425,23.175
Ethiopia,Potatoes,2005,72801,1401,54.5184,70.425,23.175
Ethiopia,"Rice, paddy",2005,18016,1401,54.5184,70.425,23.175
Ethiopia,Sorghum,2005,13688,1401,54.5184,70.425,23.175
Ethiopia,Soybeans,2005,2499,1401,54.5184,70.425,23.175
Ethiopia,Sweet potatoes,2005,81251,1401,54.5184,70.425,23.175
Ethiopia,Tea,2005,9600,1401,54.5184,70.425,23.175
Ethiopia,Wheat,2005,15567,1401,54.5184,70.425,23.175
Ethiopia,Yams,2005,67473,1401,54.5184,70.425,23.175
Ethiopia,"Coffee, green",2006,8179,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Maize,2006,26404,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Potatoes,2006,72801,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,"Rice, paddy",2006,17511,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Sorghum,2006,14806,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Soybeans,2006,6032,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Sweet potatoes,2006,72932,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Tea,2006,9759,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Wheat,2006,15204,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,Yams,2006,76428,2603,58.4325,71.66666666666667,23.100000000000005
Ethiopia,"Coffee, green",2007,6715,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Maize,2007,18232,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Potatoes,2007,71914,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,"Rice, paddy",2007,16176,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Sorghum,2007,15817,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Soybeans,2007,9208,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Sweet potatoes,2007,84305,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Tea,2007,9986,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Wheat,2007,16711,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,Yams,2007,75292,2594,64.851,70.10833333333333,22.983333333333334
Ethiopia,"Coffee, green",2008,6651,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Maize,2008,18834,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Potatoes,2008,79723,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,"Rice, paddy",2008,12337,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Sorghum,2008,17340,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Soybeans,2008,10761,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Sweet potatoes,2008,79480,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Tea,2008,9858,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Wheat,2008,16245,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,Yams,2008,75450,2271,67.4954,70.09166666666665,22.900000000000002
Ethiopia,"Coffee, green",2009,6721,3699,69.6809,63.06666666666666,23.625
Ethiopia,Maize,2009,19849,3699,69.6809,63.06666666666666,23.625
Ethiopia,Potatoes,2009,82015,3699,69.6809,63.06666666666666,23.625
Ethiopia,"Rice, paddy",2009,21602,3699,69.6809,63.06666666666666,23.625
Ethiopia,Sorghum,2009,18356,3699,69.6809,63.06666666666666,23.625
Ethiopia,Soybeans,2009,13909,3699,69.6809,63.06666666666666,23.625
Ethiopia,Sweet potatoes,2009,84351,3699,69.6809,63.06666666666666,23.625
Ethiopia,Tea,2009,9986,3699,69.6809,63.06666666666666,23.625
Ethiopia,Wheat,2009,18269,3699,69.6809,63.06666666666666,23.625
Ethiopia,Yams,2009,77776,3699,69.6809,63.06666666666666,23.625
Ethiopia,"Coffee, green",2010,7432,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Maize,2010,21926,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Potatoes,2010,82829,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,"Rice, paddy",2010,30273,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Sorghum,2010,20866,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Soybeans,2010,14052,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Sweet potatoes,2010,90609,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Tea,2010,10116,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Wheat,2010,18385,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,Yams,2010,80372,4128,73.477,70.33333333333333,23.341666666666665
Ethiopia,"Coffee, green",2011,7304,4128,71.7607,68.16666666666667,23.25
Ethiopia,Maize,2011,24963,4128,71.7607,68.16666666666667,23.25
Ethiopia,Potatoes,2011,79894,4128,71.7607,68.16666666666667,23.25
Ethiopia,"Rice, paddy",2011,28914,4128,71.7607,68.16666666666667,23.25
Ethiopia,Sorghum,2011,20540,4128,71.7607,68.16666666666667,23.25
Ethiopia,Soybeans,2011,18498,4128,71.7607,68.16666666666667,23.25
Ethiopia,Sweet potatoes,2011,87541,4128,71.7607,68.16666666666667,23.25
Ethiopia,Tea,2011,10244,4128,71.7607,68.16666666666667,23.25
Ethiopia,Wheat,2011,20288,4128,71.7607,68.16666666666667,23.25
Ethiopia,Yams,2011,79414,4128,71.7607,68.16666666666667,23.25
Ethiopia,"Coffee, green",2012,5213,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Maize,2012,25933,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Potatoes,2012,115213,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,"Rice, paddy",2012,28950,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Sorghum,2012,21059,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Soybeans,2012,19982,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Sweet potatoes,2012,258764,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Tea,2012,10374,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Wheat,2012,21102,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,Yams,2012,76260,4128,74.2177,70.34166666666667,23.058333333333334
Ethiopia,"Coffee, green",2013,7280,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Maize,2013,27403,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Potatoes,2013,117611,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,"Rice, paddy",2013,27310,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Sorghum,2013,22825,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Soybeans,2013,19997,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Sweet potatoes,2013,297250,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Tea,2013,10502,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Wheat,2013,24446,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,Yams,2013,53773,4128,76.8834,74.89166666666667,23.408333333333335
Ethiopia,"Coffee, green",2014,7476,4128,79.8417,75.275,23.166666666666668
Ethiopia,Maize,2014,29502,4128,79.8417,75.275,23.166666666666668
Ethiopia,Potatoes,2014,136847,4128,79.8417,75.275,23.166666666666668
Ethiopia,"Rice, paddy",2014,28148,4128,79.8417,75.275,23.166666666666668
Ethiopia,Sorghum,2014,23651,4128,79.8417,75.275,23.166666666666668
Ethiopia,Soybeans,2014,20472,4128,79.8417,75.275,23.166666666666668
Ethiopia,Sweet potatoes,2014,420259,4128,79.8417,75.275,23.166666666666668
Ethiopia,Tea,2014,10623,4128,79.8417,75.275,23.166666666666668
Ethiopia,Wheat,2014,25433,4128,79.8417,75.275,23.166666666666668
Ethiopia,Yams,2014,27006,4128,79.8417,75.275,23.166666666666668
Ethiopia,"Coffee, green",2015,6989,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Maize,2015,27765,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Potatoes,2015,148256,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,"Rice, paddy",2015,30752,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Sorghum,2015,25695,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Soybeans,2015,23464,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Sweet potatoes,2015,295232,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Tea,2015,10811,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Wheat,2015,27941,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,Yams,2015,104303,4128,81.6897,68.53333333333333,23.600000000000005
Ethiopia,"Coffee, green",2016,6697,4128,84.2759,75.15,23.599999999999998
Ethiopia,Maize,2016,29468,4128,84.2759,75.15,23.599999999999998
Ethiopia,Potatoes,2016,137681,4128,84.2759,75.15,23.599999999999998
Ethiopia,"Rice, paddy",2016,28089,4128,84.2759,75.15,23.599999999999998
Ethiopia,Sorghum,2016,25251,4128,84.2759,75.15,23.599999999999998
Ethiopia,Soybeans,2016,22174,4128,84.2759,75.15,23.599999999999998
Ethiopia,Sweet potatoes,2016,307689,4128,84.2759,75.15,23.599999999999998
Ethiopia,Tea,2016,10804,4128,84.2759,75.15,23.599999999999998
Ethiopia,Wheat,2016,26755,4128,84.2759,75.15,23.599999999999998
Ethiopia,Yams,2016,90958,4128,84.2759,75.15,23.599999999999998
Ethiopia,"Coffee, green",2017,6188,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Maize,2017,33119,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Potatoes,2017,139198,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,"Rice, paddy",2017,28437,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Sorghum,2017,27258,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Soybeans,2017,22711,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Sweet potatoes,2017,305773,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Tea,2017,10897,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Wheat,2017,27361,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,Yams,2017,91001,4128,86.5107,76.05833333333332,23.308333333333334
Ethiopia,"Coffee, green",2018,6466,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Maize,2018,41904,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Potatoes,2018,140033,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,"Rice, paddy",2018,27123,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Sorghum,2018,27461,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Soybeans,2018,23093,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Sweet potatoes,2018,375942,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Tea,2018,10991,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Wheat,2018,27679,4128,88.4697,74.11666666666666,22.933333333333337
Ethiopia,Yams,2018,89980,4128,88.4697,74.11666666666666,22.933333333333337
Ghana,Cassava,1990,84170,66,2.8295,84.73333333333333,27.39166666666667
Ghana,"Cocoa, beans",1990,4232,66,2.8295,84.73333333333333,27.39166666666667
Ghana,"Coffee, green",1990,2020,66,2.8295,84.73333333333333,27.39166666666667
Ghana,Maize,1990,11889,66,2.8295,84.73333333333333,27.39166666666667
Ghana,Plantains and others,1990,61890,66,2.8295,84.73333333333333,27.39166666666667
Ghana,"Rice, paddy",1990,16510,66,2.8295,84.73333333333333,27.39166666666667
Ghana,Sorghum,1990,6310,66,2.8295,84.73333333333333,27.39166666666667
Ghana,Yams,1990,73451,66,2.8295,84.73333333333333,27.39166666666667
Ghana,Cassava,1991,106630,66,2.9005,107.04166666666664,27.24166666666667
Ghana,"Cocoa, beans",1991,3354,66,2.9005,107.04166666666664,27.24166666666667
Ghana,"Coffee, green",1991,2300,66,2.9005,107.04166666666664,27.24166666666667
Ghana,Maize,1991,15260,66,2.9005,107.04166666666664,27.24166666666667
Ghana,Plantains and others,1991,67914,66,2.9005,107.04166666666664,27.24166666666667
Ghana,"Rice, paddy",1991,15901,66,2.9005,107.04166666666664,27.24166666666667
Ghana,Sorghum,1991,9193,66,2.9005,107.04166666666664,27.24166666666667
Ghana,Yams,1991,115790,66,2.9005,107.04166666666664,27.24166666666667
Ghana,Cassava,1992,102591,66,2.8146,77.175,27.08333333333334
Ghana,"Cocoa, beans",1992,4330,66,2.8146,77.175,27.08333333333334
Ghana,"Coffee, green",1992,2255,66,2.8146,77.175,27.08333333333334
Ghana,Maize,1992,12040,66,2.8146,77.175,27.08333333333334
Ghana,Plantains and others,1992,68873,66,2.8146,77.175,27.08333333333334
Ghana,"Rice, paddy",1992,16499,66,2.8146,77.175,27.08333333333334
Ghana,Sorghum,1992,8422,66,2.8146,77.175,27.08333333333334
Ghana,Yams,1992,104034,66,2.8146,77.175,27.08333333333334
Ghana,Cassava,1993,112309,66,2.8474,89.11666666666666,27.25
Ghana,"Cocoa, beans",1993,3627,66,2.8474,89.11666666666666,27.25
Ghana,"Coffee, green",1993,2714,66,2.8474,89.11666666666666,27.25
Ghana,Maize,1993,15092,66,2.8474,89.11666666666666,27.25
Ghana,Plantains and others,1993,80432,66,2.8474,89.11666666666666,27.25
Ghana,"Rice, paddy",1993,20389,66,2.8474,89.11666666666666,27.25
Ghana,Sorghum,1993,10604,66,2.8474,89.11666666666666,27.25
Ghana,Yams,1993,131606,66,2.8474,89.11666666666666,27.25
Ghana,Cassava,1994,115776,66,2.8954,92.67500000000001,27.225000000000005
Ghana,"Cocoa, beans",1994,4196,66,2.8954,92.67500000000001,27.225000000000005
Ghana,"Coffee, green",1994,3176,66,2.8954,92.67500000000001,27.225000000000005
Ghana,Maize,1994,14933,66,2.8954,92.67500000000001,27.225000000000005
Ghana,Plantains and others,1994,80365,66,2.8954,92.67500000000001,27.225000000000005
Ghana,"Rice, paddy",1994,20062,66,2.8954,92.67500000000001,27.225000000000005
Ghana,Sorghum,1994,10825,66,2.8954,92.67500000000001,27.225000000000005
Ghana,Yams,1994,110256,66,2.8954,92.67500000000001,27.225000000000005
Ghana,Cassava,1995,119924,66,2.8192,97.675,27.483333333333334
Ghana,"Cocoa, beans",1995,4039,66,2.8192,97.675,27.483333333333334
Ghana,"Coffee, green",1995,3716,66,2.8192,97.675,27.483333333333334
Ghana,Maize,1995,15020,66,2.8192,97.675,27.483333333333334
Ghana,Plantains and others,1995,77059,66,2.8192,97.675,27.483333333333334
Ghana,"Rice, paddy",1995,20192,66,2.8192,97.675,27.483333333333334
Ghana,Sorghum,1995,10765,66,2.8192,97.675,27.483333333333334
Ghana,Yams,1995,120710,66,2.8192,97.675,27.483333333333334
Ghana,Cassava,1996,120392,1576,2.9537,99.82499999999999,27.425
Ghana,"Cocoa, beans",1996,3838,1576,2.9537,99.82499999999999,27.425
Ghana,"Coffee, green",1996,4220,1576,2.9537,99.82499999999999,27.425
Ghana,Maize,1996,15153,1576,2.9537,99.82499999999999,27.425
Ghana,Plantains and others,1996,79711,1576,2.9537,99.82499999999999,27.425
Ghana,"Rice, paddy",1996,20496,1576,2.9537,99.82499999999999,27.425
Ghana,Sorghum,1996,11245,1576,2.9537,99.82499999999999,27.425
Ghana,Sweet potatoes,1996,13596,1576,2.9537,99.82499999999999,27.425
Ghana,Yams,1996,127793,1576,2.9537,99.82499999999999,27.425
Ghana,Cassava,1997,118777,502,3.1107,99.34166666666665,27.433333333333334
Ghana,"Cocoa, beans",1997,3000,502,3.1107,99.34166666666665,27.433333333333334
Ghana,"Coffee, green",1997,4000,502,3.1107,99.34166666666665,27.433333333333334
Ghana,Maize,1997,15285,502,3.1107,99.34166666666665,27.433333333333334
Ghana,Plantains and others,1997,80890,502,3.1107,99.34166666666665,27.433333333333334
Ghana,"Rice, paddy",1997,16746,502,3.1107,99.34166666666665,27.433333333333334
Ghana,Sorghum,1997,10278,502,3.1107,99.34166666666665,27.433333333333334
Ghana,Sweet potatoes,1997,13593,502,3.1107,99.34166666666665,27.433333333333334
Ghana,Yams,1997,128490,502,3.1107,99.34166666666665,27.433333333333334
Ghana,Cassava,1998,113891,298,3.1836,83.925,27.983333333333334
Ghana,"Cocoa, beans",1998,3000,298,3.1836,83.925,27.983333333333334
Ghana,"Coffee, green",1998,3999,298,3.1836,83.925,27.983333333333334
Ghana,Maize,1998,14850,298,3.1836,83.925,27.983333333333334
Ghana,Plantains and others,1998,77780,298,3.1836,83.925,27.983333333333334
Ghana,"Rice, paddy",1998,14847,298,3.1836,83.925,27.983333333333334
Ghana,Sorghum,1998,11656,298,3.1836,83.925,27.983333333333334
Ghana,Sweet potatoes,1998,13617,298,3.1836,83.925,27.983333333333334
Ghana,Yams,1998,128148,298,3.1836,83.925,27.983333333333334
Ghana,Cassava,1999,122528,114,3.2754,106.0,27.349999999999998
Ghana,"Cocoa, beans",1999,3340,114,3.2754,106.0,27.349999999999998
Ghana,"Coffee, green",1999,5139,114,3.2754,106.0,27.349999999999998
Ghana,Maize,1999,14557,114,3.2754,106.0,27.349999999999998
Ghana,Plantains and others,1999,81007,114,3.2754,106.0,27.349999999999998
Ghana,"Rice, paddy",1999,19919,114,3.2754,106.0,27.349999999999998
Ghana,Sorghum,1999,9689,114,3.2754,106.0,27.349999999999998
Ghana,Sweet potatoes,1999,13846,114,3.2754,106.0,27.349999999999998
Ghana,Yams,1999,133871,114,3.2754,106.0,27.349999999999998
Ghana,Cassava,2000,122812,82,3.361,89.93333333333334,27.508333333333336
Ghana,"Cocoa, beans",2000,2911,82,3.361,89.93333333333334,27.508333333333336
Ghana,"Coffee, green",2000,5820,82,3.361,89.93333333333334,27.508333333333336
Ghana,Maize,2000,14578,82,3.361,89.93333333333334,27.508333333333336
Ghana,Plantains and others,2000,79071,82,3.361,89.93333333333334,27.508333333333336
Ghana,"Rice, paddy",2000,21589,82,3.361,89.93333333333334,27.508333333333336
Ghana,Sorghum,2000,9692,82,3.361,89.93333333333334,27.508333333333336
Ghana,Sweet potatoes,2000,13965,82,3.361,89.93333333333334,27.508333333333336
Ghana,Yams,2000,128847,82,3.361,89.93333333333334,27.508333333333336
Ghana,Cassava,2001,123436,82,3.422,89.18333333333334,27.59166666666667
Ghana,"Cocoa, beans",2001,2886,82,3.422,89.18333333333334,27.59166666666667
Ghana,"Coffee, green",2001,6536,82,3.422,89.18333333333334,27.59166666666667
Ghana,Maize,2001,13150,82,3.422,89.18333333333334,27.59166666666667
Ghana,Plantains and others,2001,78227,82,3.422,89.18333333333334,27.59166666666667
Ghana,"Rice, paddy",2001,20185,82,3.422,89.18333333333334,27.59166666666667
Ghana,Sorghum,2001,8499,82,3.422,89.18333333333334,27.59166666666667
Ghana,Sweet potatoes,2001,14080,82,3.422,89.18333333333334,27.59166666666667
Ghana,Yams,2001,123414,82,3.422,89.18333333333334,27.59166666666667
Ghana,Cassava,2002,122489,93,3.5154,97.88333333333334,27.683333333333334
Ghana,"Cocoa, beans",2002,2850,93,3.5154,97.88333333333334,27.683333333333334
Ghana,"Coffee, green",2002,7280,93,3.5154,97.88333333333334,27.683333333333334
Ghana,Maize,2002,14900,93,3.5154,97.88333333333334,27.683333333333334
Ghana,Plantains and others,2002,82297,93,3.5154,97.88333333333334,27.683333333333334
Ghana,"Rice, paddy",2002,22799,93,3.5154,97.88333333333334,27.683333333333334
Ghana,Sorghum,2002,9375,93,3.5154,97.88333333333334,27.683333333333334
Ghana,Sweet potatoes,2002,14085,93,3.5154,97.88333333333334,27.683333333333334
Ghana,Yams,2002,129996,93,3.5154,97.88333333333334,27.683333333333334
Ghana,Cassava,2003,126850,110,3.656,102.92499999999997,27.74166666666667
Ghana,"Cocoa, beans",2003,3313,110,3.656,102.92499999999997,27.74166666666667
Ghana,"Coffee, green",2003,8057,110,3.656,102.92499999999997,27.74166666666667
Ghana,Maize,2003,16272,110,3.656,102.92499999999997,27.74166666666667
Ghana,Plantains and others,2003,81277,110,3.656,102.92499999999997,27.74166666666667
Ghana,"Rice, paddy",2003,20411,110,3.656,102.92499999999997,27.74166666666667
Ghana,Sorghum,2003,9759,110,3.656,102.92499999999997,27.74166666666667
Ghana,Sweet potatoes,2003,14153,110,3.656,102.92499999999997,27.74166666666667
Ghana,Yams,2003,118631,110,3.656,102.92499999999997,27.74166666666667
Ghana,Cassava,2004,124228,128,3.7567,94.25,27.625
Ghana,"Cocoa, beans",2004,3685,128,3.7567,94.25,27.625
Ghana,"Coffee, green",2004,9653,128,3.7567,94.25,27.625
Ghana,Maize,2004,15794,128,3.7567,94.25,27.625
Ghana,Plantains and others,2004,84670,128,3.7567,94.25,27.625
Ghana,"Rice, paddy",2004,20253,128,3.7567,94.25,27.625
